character played,opponent char,ipm,win,length,openingPerKill,damagePerOpening,neutralWinRatio,openingConversionRate,ddCount,wdCount,lgCount,numGrabs
Marth,0,282,0,11576,7.7,14.4,0.3,0.3,9,19,7,6
Fox,2,423,0,7729,6.5,18.1,0.4,0.5,64,19,4,2
Fox,2,506,0,6781,10,16,0.3,0.5,12,2,1,4
Marth,0,373,0,11320,6.3,19.8,0.4,0.6,50,27,6,10
Falco,0,541,1,9066,5,19.9,0.5,0.6,4,8,2,6
Fox,1,499,1,12057,4.5,26.1,0.5,0.7,59,28,12,9
Fox,3,533,1,8846,3.3,22.5,0.4,0.5,45,36,5,6
Falco,0,505,0,9892,8,15.3,0.5,0.4,4,14,4,2
Falco,3,527,1,10459,5.8,16,0.7,0.4,26,12,2,3
Fox,2,110,0,3653,0,,0,,0,0,0,0
Marth,0,383,0,7586,6.5,20.1,0.6,0.6,8,10,7,7
Jigglypuff,2,289,1,9850,7.8,13.1,0.8,0.4,0,0,4,1
Falco,0,651,1,11440,6.3,16.7,0.5,0.5,26,40,6,12
Fox,1,346,0,7135,5,17.5,0.2,0.4,10,7,5,5
Fox,0,431,0,10869,5.7,17.1,0.4,0.5,62,22,10,12
Marth,0,439,1,6738,3.3,32.6,0.7,0.8,21,10,13,21
Fox,1,368,1,10194,4.8,21.4,0.7,0.4,45,7,3,7
Marth,0,481,1,9693,5.3,21.7,0.6,0.5,18,26,7,15
Fox,2,511,0,5989,10,17.8,0.4,0.4,9,6,2,4
Marth,2,394,1,8992,4,20.3,0.4,0.5,24,29,8,3
Fox,2,413,1,9313,3,27.8,0.2,0.6,47,18,2,3
Marth,0,444,1,10429,6,19,0.5,0.6,40,26,9,9
Fox,3,373,0,8946,12,13.8,0.3,0.3,57,8,1,3
Marth,0,324,0,12127,6.3,18.8,0.5,0.6,16,13,13,6
Jigglypuff,0,304,0,5200,0,10.2,0.6,0,15,3,1,3
Fox,0,531,1,10004,5.3,21.4,0.7,0.7,77,22,7,6
Fox,1,401,1,11082,4.8,17.8,0.5,0.4,61,42,7,9
Marth,1,469,0,15666,8.7,16.6,0.4,0.5,64,24,8,24
Fox,0,556,0,11225,7,20.2,0.6,0.5,70,39,11,15
Falco,1,489,0,11781,8.3,18.8,0.6,0.6,35,17,5,2
Falco,3,517,1,6723,2.8,32.6,0.8,0.6,63,25,3,0
Falco,1,783,0,23179,5.4,24.4,0.9,0.6,81,75,53,1
Marth,0,427,1,11332,5,22.5,0.5,0.7,38,21,7,16
Fox,2,547,1,4775,1.8,46.6,0.4,0.9,14,15,5,2
Fox,0,330,0,5618,9,15.6,0.6,0.6,15,8,1,9
Jigglypuff,1,300,0,12399,7.5,19.9,0.3,0.3,2,2,10,5
Fox,2,532,1,9586,3.8,26.1,0.4,0.6,55,30,9,11
Falco,0,594,0,13815,6.7,24.1,0.5,0.7,40,36,10,9
Falco,1,523,0,8730,14,18.6,0.5,0.5,39,2,8,0
Jigglypuff,0,522,1,10825,5,22.8,0.7,0.6,11,19,7,12
Marth,0,412,1,6521,2,39.4,0.5,0.8,6,10,11,12
Fox,2,510,1,10016,6.8,14,0.7,0.5,35,11,10,6
Fox,0,508,0,9863,6,18.6,0.4,0.4,47,11,6,15
Fox,2,468,0,9149,6,22.1,0.6,0.7,54,23,8,7
Fox,1,423,1,10401,4,19.2,0.3,0.5,66,23,7,6
Falco,2,548,0,5284,4,27.5,0.6,0.5,6,9,1,0
Falco,0,508,0,14584,11.7,13.1,0.6,0.4,32,28,8,2
Fox,2,115,0,4969,2,10.3,0.2,1,0,0,0,0
Falco,1,488,0,8236,8,20.7,0.6,0.6,26,10,1,0
Marth,0,375,0,12692,5.3,18.6,0.4,0.6,79,16,7,24
Falco,3,472,0,6372,11,11.8,0.3,0.2,12,10,0,2
Falco,0,594,0,5837,1.7,38.4,0.8,1,16,14,26,1
Falco,1,577,1,5818,2.8,36.6,1,0.9,12,7,7,2
Falco,2,250,0,4546,6,14.9,0.3,0.2,0,0,1,0
Falco,2,565,1,12156,4.5,28,0.4,0.7,10,21,11,4
Fox,2,438,0,8828,6.7,18.7,0.6,0.5,22,14,5,5
Marth,3,198,0,8705,14,17.2,0.2,0.5,10,0,9,5
Marth,3,342,0,12290,9,18.7,0.4,0.7,23,24,12,7
Falco,1,441,1,9432,5,25.8,0.7,0.8,16,15,9,2
Falco,0,489,1,3528,1.3,20.6,0.2,0.8,32,6,0,1
Falco,2,543,0,6009,8,15.6,0.3,0.4,7,5,1,0
Falco,1,503,1,10782,4.8,28.8,0.8,0.7,2,5,14,1
Fox,0,343,1,11596,6,18.8,0.3,0.4,84,4,1,11
Fox,0,469,0,10134,3.7,25.6,0.5,0.7,85,10,9,10
Marth,0,565,0,6353,4,26.1,0.2,0.8,52,18,0,11
Jigglypuff,0,396,0,11414,17,13.9,0.5,0.3,4,0,4,5
Marth,0,572,0,9579,14,12.9,0.4,0.5,20,49,5,11
Falco,1,446,1,14979,8,18.9,0.6,0.5,13,24,9,8
Falco,2,541,1,6580,3.8,22.9,0.4,0.6,11,6,5,3
Fox,2,417,0,11479,9,12.9,0.6,0.4,10,16,4,8
Fox,2,417,1,8268,4,21.4,0.6,0.5,23,25,2,7
Falco,2,519,0,6775,5.5,25.5,0.5,0.5,13,21,4,2
Falco,1,521,0,14351,29,12.6,0.8,0.7,37,17,6,2
Fox,1,101,0,5566,2,4,0,0,0,0,1,0
Marth,2,468,1,6278,3.5,28.3,0.9,0.6,41,32,2,8
Fox,0,507,0,10857,8.3,15.1,0.5,0.3,37,31,9,21
Fox,1,390,1,10431,5,24,0.6,0.6,13,33,6,10
Marth,0,505,1,6016,3.5,34.2,1,0.7,67,29,1,7
Jigglypuff,1,359,1,6984,3,24.3,0.4,0.7,4,7,7,3
Falco,2,442,1,3798,2,43.7,1,0.9,0,9,4,0
Marth,0,421,1,9967,4.5,28.7,0.6,0.5,55,43,5,19
Falco,0,400,1,9833,5,19.6,0.4,0.5,15,25,9,3
Marth,0,292,0,10797,8.3,12.7,0.6,0.4,10,16,7,24
Marth,1,462,1,6047,3.5,18,0.5,0.6,42,21,7,7
Falco,0,451,0,10594,7.7,15.7,0.5,0.5,41,10,2,1
Falco,0,431,1,10657,5.8,21.9,0.5,0.6,14,18,5,3
Falco,1,430,1,6580,3.8,25.9,0.6,0.7,7,14,8,4
Fox,0,535,0,9060,6.3,20.8,0.4,0.6,26,24,8,18
Marth,2,358,1,9144,3.5,24.2,0.3,0.6,32,13,9,14
Falco,1,511,1,7471,3,28.2,0.6,0.6,12,8,6,0
Fox,0,437,0,11110,5.7,17.9,0.3,0.4,9,22,17,9
Marth,1,494,0,9232,6,20,0.5,0.5,39,16,11,14
Falco,1,383,0,9289,6.7,20.9,0.5,0.7,29,12,9,2
Fox,1,425,1,8258,3.8,26.3,0.7,0.5,15,7,8,10
Fox,2,427,0,7065,6,14.9,0.5,0.3,41,6,9,5
Marth,3,307,0,6717,15,11.2,0.5,0.2,7,17,1,5
Falco,0,508,1,6543,3.3,25.4,0.7,0.6,4,10,1,2
Fox,2,524,1,8598,4,21,0.6,0.5,45,14,7,5
Falco,0,415,0,9997,4.7,24.6,0.4,0.7,12,12,6,1
Marth,0,125,0,2097,0,,0,,0,0,3,0
Marth,3,378,0,7036,11,15.9,0.3,0.4,23,24,6,2
Marth,0,333,0,9933,5,20.4,0.4,0.6,19,26,4,10
Marth,2,429,1,15446,7.3,21.9,0.7,0.6,24,32,12,23
Marth,3,386,0,9972,14,12.5,0.3,0.2,30,32,9,7
Marth,2,321,0,8874,15,16.3,0.4,0.5,44,6,2,11
Fox,1,400,1,10363,5.5,18,0.5,0.4,35,18,5,6
Fox,0,499,0,8289,9.5,13.5,0.5,0.2,29,26,10,7
Falco,0,119,0,3369,0,9,0.2,0,0,0,1,0
Marth,0,428,1,5586,2.8,21.4,0.6,0.7,28,11,5,16
Fox,2,108,0,4580,0,14,0,0,0,0,0,0
Falco,0,451,1,11700,7,18.3,0.6,0.6,6,10,3,2
Jigglypuff,0,444,1,6578,2.3,24.6,0.3,0.4,2,21,2,10
Falco,0,504,0,7047,12,12.6,0.5,0.5,16,14,6,5
Falco,0,592,0,7115,5.3,18.6,0.4,0.5,10,9,6,4
Marth,2,337,1,4883,2.5,23.6,0.7,0.8,9,14,5,5
Fox,2,512,0,8889,5.3,18.4,0.5,0.6,45,27,9,8
Fox,2,563,1,11227,5.3,24.9,0.5,0.6,48,25,8,13
Fox,1,502,1,8859,4.3,22.7,0.6,0.5,46,24,6,6
Falco,2,521,1,8073,5.5,18,0.6,0.5,32,8,4,2
Falco,1,617,0,8730,7.5,17.1,0.4,0.4,50,7,10,2
Fox,0,484,1,12499,5,21.6,0.6,0.6,96,41,23,10
Fox,2,539,1,9257,4.3,17.8,0.5,0.5,125,20,8,6
Marth,0,434,1,11099,5.3,16.4,0.7,0.4,42,19,10,16
Falco,1,410,0,13017,7.3,21.2,0.5,0.6,18,15,18,2
Fox,0,574,1,8027,3.5,24.6,0.6,0.6,55,42,3,17
Jigglypuff,0,436,1,12260,5.5,17.9,0.4,0.4,1,19,16,11
Marth,0,604,0,7344,4,17.5,0.4,0.4,36,4,2,3
Fox,3,574,1,9019,4.3,20.4,0.6,0.5,83,25,3,4
Falco,0,427,0,10661,7.3,23.4,0.6,0.6,30,10,3,2
Falco,2,602,0,11407,7.3,20.8,0.5,0.6,12,11,7,4
Fox,0,443,0,10916,6.3,18.8,0.5,0.4,29,25,14,19
Marth,2,298,0,6305,0,11.1,0.3,0.3,13,2,4,6
Falco,1,475,0,9784,6,19.8,0.5,0.5,26,13,6,2
Fox,0,556,1,9278,5,15.8,0.4,0.4,38,20,6,4
Marth,0,516,1,11567,6,21,0.5,0.4,61,24,12,15
Fox,2,409,0,6560,11,10.7,0.4,0.4,15,0,4,0
Falco,0,548,1,11255,5.5,21.7,0.6,0.7,25,16,6,11
Marth,2,392,1,10522,4.8,19.6,0.4,0.5,27,26,9,12
Fox,0,435,0,11966,6.3,18.1,0.5,0.4,49,15,10,10
Fox,1,669,1,4518,1.8,43.2,0.9,1,34,22,5,2
Fox,1,538,1,8162,3.5,29.4,0.5,0.6,38,35,11,8
Fox,0,427,0,10889,10,15.8,0.6,0.5,55,16,9,8
Fox,2,568,1,8219,3.8,20.9,0.5,0.6,24,5,3,2
Fox,2,109,1,13478,1.8,10.5,0.4,0.3,0,0,0,0
Fox,0,536,0,11920,6.7,20.8,0.5,0.5,53,56,7,21
Jigglypuff,0,356,1,6217,2.5,28,0.4,0.4,3,2,3,11
Marth,2,422,1,10297,4.5,18.7,0.2,0.5,30,24,6,21
Falco,2,450,0,6190,6,20.1,0.7,0.5,24,12,1,2
Marth,2,405,1,8881,4,14.4,0.3,0.4,24,44,10,9
Falco,0,518,1,10728,5.5,26.6,0.8,0.7,35,25,10,5
Fox,0,456,0,6638,14,14.5,0.3,0.4,17,15,7,2
Falco,1,508,1,11824,6,18.8,0.6,0.6,19,24,3,0
Falco,0,508,0,11170,10.5,14.6,0.6,0.4,85,34,5,0
Fox,0,525,0,9514,6,25.7,0.5,0.6,40,9,11,7
Fox,1,509,1,10119,3.5,33.1,0.5,0.9,40,23,10,13
Fox,2,408,1,12753,6,21.1,0.5,0.6,13,9,15,8
Fox,1,479,0,5226,4,14.3,0.4,0.6,18,17,4,1
Fox,1,371,0,10652,7.5,12.4,0.2,0.4,58,38,4,11
Marth,0,310,0,4869,0,17.3,0.5,0.4,25,14,3,2
Falco,1,427,1,10472,5.3,24.8,0.8,0.7,33,18,8,6
Falco,2,454,1,7274,3.8,30,0.8,0.7,26,27,7,3
Fox,0,420,1,8965,5,16.6,0.6,0.5,61,24,3,9
Fox,0,470,1,8459,5,21.5,0.6,0.6,48,16,4,9
Marth,1,374,0,7086,5,14,0.3,0.4,33,16,9,10
Falco,0,435,0,10055,10.5,19.2,0.7,0.5,21,7,5,5
Falco,2,443,0,8941,6.5,23.2,0.5,0.7,12,13,5,2
Falco,0,418,0,8250,8.5,15.3,0.5,0.4,25,6,6,2
Falco,0,473,0,10433,8,15.1,0.6,0.5,67,33,2,2
Jigglypuff,1,431,1,9442,5.3,18.4,0.6,0.4,36,25,2,5
Fox,1,560,1,8434,3.5,35.1,0.7,0.7,58,51,5,5
Marth,0,401,0,9259,6.5,22.1,0.3,0.5,51,17,6,3
Falco,0,609,1,9547,5.5,20.3,0.5,0.5,18,31,7,2
Falco,0,442,0,8139,14,16.1,0.4,0.6,14,11,7,3
Falco,1,510,1,8794,4.8,22.3,0.7,0.5,30,11,7,1
Falco,0,446,1,6893,3.5,33.9,0.8,0.6,12,18,3,3
Falco,0,479,0,10861,9,17.3,0.3,0.6,16,10,8,1
Jigglypuff,0,537,0,9564,6,19.6,0.6,0.3,2,7,13,8
Marth,1,449,1,8245,4,27.6,0.7,0.6,50,19,10,15
Fox,0,482,0,7500,6,15.5,0.4,0.3,77,24,6,5
Marth,2,517,1,8654,4.5,20.7,0.6,0.7,32,44,2,16
Fox,0,568,0,8475,5,19.8,0.6,0.7,66,19,8,4
Falco,0,529,0,11486,10,16.2,0.6,0.6,8,10,5,3
Fox,0,487,0,11562,4,21.4,0.7,0.4,99,29,18,9
Fox,3,559,0,12258,6,21.7,0.6,0.4,75,37,2,7
Marth,0,413,1,12655,6.3,20.1,0.5,0.5,78,46,8,11
Fox,1,480,0,10636,6.3,19.5,0.4,0.6,65,31,2,9
Falco,0,383,0,8110,8,14.5,0.3,0.3,25,6,6,6
Fox,1,496,0,11762,6.7,18,0.5,0.4,102,48,10,2
Falco,3,548,1,12180,5.8,19.8,0.6,0.5,49,29,1,1
Fox,1,671,0,9419,7,21.7,0.5,0.6,32,8,4,5
Marth,0,280,0,6434,8,17.8,0.2,0.5,6,4,4,7
Marth,2,398,1,14906,7.8,11.6,0.4,0.4,53,36,7,20
Marth,2,509,1,5492,2,14,0.4,0.3,58,23,21,3
Marth,1,388,0,9970,4.7,21,0.6,0.7,47,24,6,15
Falco,1,411,0,5034,8,26.8,0.6,0.6,13,4,5,2
Marth,0,309,0,12320,7.7,20.4,0.4,0.5,12,20,4,6
Fox,2,473,0,10490,7.3,19.5,0.4,0.5,21,20,8,12
Fox,2,524,0,7571,6.5,12.3,0.2,0.2,32,17,1,5
Fox,0,379,0,10661,8,18.7,0.3,0.5,57,31,5,8
Falco,1,382,0,5032,0,11.4,0.3,0.1,12,12,5,2
Falco,1,441,1,11812,6,21.3,0.7,0.6,3,20,11,0
Marth,0,485,0,8373,8,17.5,0.3,0.5,15,14,11,2
Falco,0,539,1,8905,6,19.6,0.8,0.8,24,22,21,4
Fox,0,498,1,9624,3.5,32.3,0.5,0.9,58,32,10,11
Fox,2,672,0,10950,10.5,17.3,0.5,0.7,24,19,2,10
Jigglypuff,2,408,0,10647,15,14.9,0.2,0.4,0,5,2,5
Marth,2,584,0,13656,8.7,18,0.4,0.5,137,27,7,7
Fox,3,516,0,9456,4.7,20.9,0.5,0.4,35,33,0,8
Falco,1,391,0,7021,5.5,15.9,0.6,0.5,27,14,6,6
Falco,1,448,0,4142,6,21,0.5,0.2,5,9,0,1
Falco,1,461,0,6969,16,9.4,0.6,0.2,3,0,2,0
Falco,1,425,1,9718,5.8,20.3,0.7,0.6,19,21,6,4
Fox,2,610,1,10264,5,24.6,0.5,0.6,70,30,5,18
Fox,0,115,0,6231,0,13.2,0.2,0.8,0,0,2,0
Falco,0,585,1,7149,4,24.4,0.6,0.5,14,12,9,1
Falco,0,513,1,7126,4,21,0.5,0.5,0,7,5,0
Jigglypuff,0,489,0,12889,7,17.6,0.5,0.4,10,13,7,11
Fox,0,535,1,3334,1.8,23.9,1,0.6,9,9,14,3
Falco,1,413,1,11941,5.5,26.1,0.7,0.5,51,11,12,6
Fox,3,489,1,8011,3.8,25.1,0.8,0.6,107,32,1,7
Fox,0,467,1,7625,5.3,22.5,0.8,0.7,16,34,8,13
Falco,0,440,0,8504,13,17,0.4,0.6,3,8,5,1
Jigglypuff,1,400,0,12848,6.7,16.8,0.5,0.4,29,24,20,6
Fox,2,389,1,15457,7.8,15.7,0.5,0.5,48,68,6,20
Fox,1,374,0,10124,3.3,26.1,0.3,0.6,13,4,8,12
Falco,0,449,1,8637,4.5,26.3,0.6,0.7,42,15,10,8
Falco,1,477,0,9517,19,16.4,0.5,0.7,13,8,4,2
Fox,1,107,0,3789,0,10,0,0.5,0,0,0,0
Marth,2,446,1,4982,2.3,26.4,0.4,0.3,13,8,6,8
Fox,0,582,1,3646,1.5,44.4,0.9,0.8,65,14,6,2
Falco,0,471,0,5883,11,16.9,0.5,0.5,28,0,3,3
Fox,2,481,0,8238,4,25,0.5,0.8,20,7,3,4
Marth,0,319,1,9309,4.5,22.7,0.6,0.5,19,33,5,19
Fox,2,552,1,6898,4,19.1,0.8,0.6,24,31,6,2
Fox,3,555,0,11276,6.3,21.1,0.5,0.5,25,29,2,4
Fox,0,671,0,10765,6.7,20.4,0.4,0.6,51,25,19,13
Fox,1,525,1,9170,3.3,35,0.6,0.6,28,22,9,12
Fox,1,411,0,11558,7,22.7,0.6,0.7,85,52,6,10
Jigglypuff,0,496,1,13843,6.3,19.6,0.5,0.3,13,12,14,14
Falco,2,411,1,9644,5.8,19.3,0.6,0.5,2,8,2,1
Fox,2,664,1,10021,5.3,20.1,0.5,0.6,70,13,7,8
Fox,1,495,1,13160,5,21.4,0.5,0.7,129,38,7,14
Fox,2,487,0,7693,6.5,21.7,0.4,0.5,55,20,2,6
Marth,2,430,0,4996,3.5,31.3,0.5,0.7,13,6,3,10
Falco,2,374,1,12939,5.5,27.2,0.5,0.5,12,9,6,4
Marth,2,439,1,10858,5,27,0.6,0.7,27,33,20,15
Fox,1,369,0,11831,11.5,14.4,0.6,0.3,46,39,4,4
Fox,0,570,0,11541,6.7,17.7,0.5,0.5,102,63,9,11
Fox,0,439,0,12853,8,20,0.3,0.5,45,29,15,12
Marth,2,344,0,7927,6.3,15.9,0.5,0.4,17,9,2,7
Marth,0,347,0,8236,6.5,14.5,0.5,0.4,25,20,9,9
Fox,1,571,0,9210,6,19.7,0.5,0.5,28,16,11,5
Fox,0,399,1,8294,4.5,14.6,0.6,0.3,18,11,8,19
Fox,1,563,1,7758,3.8,15.8,0.6,0.5,25,19,9,8
Marth,0,543,1,6292,2.5,33,0.4,0.8,40,11,9,24
Marth,0,296,0,10245,8.5,14,0.3,0.2,7,17,6,9
Falco,1,452,0,13820,9,18.6,0.6,0.6,50,13,5,4
Fox,0,510,0,9229,6,15.1,0.5,0.4,21,35,7,5
Marth,1,441,0,4978,10,16.4,0.4,0.4,6,8,6,0
Falco,2,562,1,5884,3,27.2,0.7,0.7,13,13,6,3
Fox,2,370,0,6769,4,26,0.4,0.8,12,6,6,2
Falco,1,545,1,10957,6.8,16,0.8,0.5,40,22,6,5
Fox,0,537,1,9600,4.5,25.4,0.5,0.7,22,25,11,5
Falco,0,480,1,10113,4.8,22.9,0.6,0.5,21,23,5,0
Fox,3,682,0,9632,8.5,16.1,0.5,0.4,36,51,12,5
Fox,1,383,1,8351,4.5,19.8,0.4,0.5,38,7,5,6
Fox,0,474,1,8644,4.5,27.9,0.8,0.6,51,30,5,8
Fox,1,525,1,4901,2,34.2,0.6,0.9,30,17,3,2
Jigglypuff,0,268,0,10213,9,13.4,0.4,0.2,19,1,12,10
Jigglypuff,1,636,0,3561,4,52.6,0.8,1,21,21,3,1
Fox,0,560,1,11206,7,15.9,0.4,0.4,52,26,7,16
Falco,1,496,0,11715,8.7,17.1,0.6,0.7,48,15,8,0
Fox,0,477,1,8527,4.3,27,0.6,0.7,53,22,10,6
Marth,2,442,0,7306,6,17.9,0.3,0.4,45,9,2,8
Fox,0,485,1,10234,6,20.8,0.6,0.5,64,33,8,11
Fox,2,349,1,8151,4.8,13.7,0.5,0.4,82,13,2,8
Marth,0,504,0,11779,6.7,21.7,0.5,0.6,21,30,8,10
Falco,1,542,1,9505,6.3,21.2,0.8,0.7,15,9,9,5
Marth,2,329,0,12482,9.5,16.9,0.5,0.4,58,19,9,14
Falco,2,407,0,10395,12.5,15.5,0.6,0.5,4,2,5,2
Marth,1,442,1,11226,5,19.9,0.5,0.5,72,29,9,11
Falco,1,629,0,5952,4.5,23.4,0.4,0.9,24,2,4,1
Fox,2,476,1,7587,4.3,18.7,0.5,0.5,14,15,1,2
Marth,0,461,1,11318,4.5,27.4,0.7,0.8,45,14,7,18
Fox,1,599,0,9242,19,10.8,0.4,0.4,19,31,3,4
Fox,0,469,0,9581,0,2,0.9,0.6,32,39,24,3
Fox,1,590,1,6193,3.3,29.3,0.7,0.6,38,40,1,6
Fox,0,455,0,7345,5,18.8,0.2,0.4,29,17,10,8
Falco,2,413,0,8884,9,13.5,0.5,0.2,9,19,1,2
Falco,0,471,0,6914,16,8.5,0.5,0.3,19,9,4,1
Falco,3,527,1,10935,5.5,23.4,0.7,0.8,17,19,4,1
Fox,0,440,0,11911,6.7,16.9,0.5,0.6,15,19,15,6
Falco,1,642,0,9719,5.3,20.1,0.5,0.6,22,6,14,3
Fox,2,495,1,9297,5,21.4,0.4,0.5,40,27,6,5
Marth,1,367,0,8131,5.3,19.9,0.5,0.6,24,11,11,10
Fox,2,495,1,8572,5.5,13.9,0.5,0.4,30,12,5,6
Fox,0,495,0,6470,0,8.6,0.3,0.3,32,1,3,9
Falco,2,557,1,10718,5.5,17,0.4,0.5,31,32,5,1
Fox,0,395,1,11424,5,20.5,0.6,0.4,24,17,9,8
Fox,1,442,1,11371,4.5,24.3,0.6,0.6,81,14,8,10
Falco,3,457,1,11751,4.3,26,0.7,0.6,58,16,6,1
Fox,2,675,0,7321,8.5,15,0.4,0.3,45,16,0,2
Fox,1,391,1,13023,5,23.5,0.5,0.7,63,39,5,12
Jigglypuff,1,475,1,12104,5.3,19.1,0.4,0.5,36,17,7,13
Marth,0,544,0,5541,8,22.2,0.3,0.5,9,12,4,4
Jigglypuff,1,414,0,8268,6.5,22.4,0.5,0.5,5,10,8,4
Fox,0,355,0,8617,7,17.1,0.4,0.4,53,18,9,5
Jigglypuff,0,394,0,7845,6.5,14.1,0.6,0.3,5,9,5,10
Marth,0,484,0,9088,6.5,19.4,0.4,0.5,36,19,14,13
Falco,2,432,1,8967,4.5,19.3,0.5,0.6,27,6,7,3
Fox,0,483,0,4744,5,6.9,0.2,0.4,19,5,4,1
Fox,3,466,1,6971,2.8,22.7,0.4,0.6,14,31,5,0
Falco,3,473,0,9307,6.7,20.5,0.7,0.6,24,35,6,3
Falco,2,305,1,7300,3,11.9,0.5,0.3,3,5,1,2
Jigglypuff,0,445,0,7268,7,12,0.3,0.3,1,7,3,0
Marth,0,484,1,12734,6.5,18.3,0.5,0.3,50,11,10,14
Falco,0,446,1,8710,4.5,25.4,0.5,0.6,18,9,6,3
Fox,2,517,1,9912,5.8,18.9,0.6,0.4,43,22,10,12
Fox,0,444,1,7298,3.3,27.7,0.5,0.5,56,26,10,8
Falco,1,565,0,2231,0,14.8,0.7,0.3,12,3,0,0
Marth,2,442,1,6276,2.8,25.3,0.5,0.5,7,13,16,17
Falco,0,469,1,8741,5,25.4,0.7,0.5,8,4,10,1
Fox,1,438,0,10807,5,32.2,0.5,0.7,23,20,9,8
Falco,0,121,0,8489,7,6.5,0.2,0.3,0,0,1,0
Falco,1,444,0,11579,9,11.8,0.5,0.4,25,14,11,0
Falco,0,424,0,6900,7,19,0.3,0.5,21,14,4,2
Falco,1,464,0,9509,7.7,19.3,0.6,0.6,0,22,4,2
Fox,0,504,1,7328,3.8,20.1,0.6,0.5,60,12,7,5
Jigglypuff,1,324,1,6926,4,20.1,0.7,0.4,12,4,3,1
Falco,0,427,1,6268,3.3,29.8,0.5,0.8,4,11,7,0
Falco,2,409,0,10152,9.5,16.8,0.5,0.5,7,16,2,5
Fox,2,481,0,6212,4.5,19.8,0.5,0.6,8,12,3,5
Marth,0,87,0,7508,13,7.3,0.3,0.4,0,0,4,0
Fox,0,351,0,7892,5,19.3,0.6,0.3,17,9,6,9
Falco,1,116,0,4667,5,7.5,0.3,0.2,0,0,0,0
Marth,0,361,0,12366,7.3,17.3,0.5,0.5,53,26,16,13
Marth,2,102,0,6084,1,7,0,0.5,0,0,5,0
Fox,1,560,0,7763,5,22.4,0.5,0.5,88,39,4,2
Fox,0,529,0,8780,6.3,16.3,0.5,0.6,32,40,3,13
Falco,0,542,1,10512,6.8,18.4,0.7,0.4,34,21,3,8
Fox,2,627,1,10213,5,27.9,0.6,0.8,49,34,8,13
Marth,0,431,0,9589,5.7,17.8,0.5,0.6,34,15,20,21
Falco,2,598,0,9051,10,15,0.4,0.5,6,18,8,1
Fox,2,495,0,7603,3.7,20.8,0.4,0.5,20,15,9,2
Marth,1,425,1,9773,5,22,0.7,0.7,29,39,8,19
Falco,1,528,0,10445,7,23.1,0.7,0.6,42,21,11,2
Fox,0,553,1,13477,6.5,15.4,0.5,0.4,159,49,6,17
Falco,1,414,0,7712,13,14.4,0.5,0.5,11,7,1,0
Fox,0,483,1,4447,2.5,31.2,0.9,0.8,10,27,5,5
Fox,2,596,1,7138,2.5,17.9,0.5,0.4,13,9,11,5
Fox,0,434,0,13017,7.3,16.3,0.4,0.4,71,20,9,14
Marth,2,439,1,8865,5.8,14,0.5,0.3,25,26,10,11
Falco,1,479,0,10492,13,22.8,0.5,0.4,25,20,10,1
Marth,0,572,0,9073,6.5,20.8,0.5,0.5,40,43,8,13
Falco,0,532,1,10737,4.8,17.9,0.5,0.4,42,28,6,2
Fox,1,451,1,9619,6.3,16.6,0.6,0.5,38,26,6,8
Marth,1,464,0,5968,4,22.7,0.5,0.8,33,25,8,4
Fox,1,549,1,9915,5.8,20.6,0.5,0.6,21,16,6,9
Fox,1,549,1,5955,2.5,36.8,0.6,0.8,40,17,7,6
Marth,0,379,0,14379,7.7,22.1,0.5,0.7,81,39,5,29
Falco,2,421,0,10191,7.3,16,0.5,0.4,13,21,1,3
Marth,0,378,1,8893,4.3,19.7,0.6,0.5,10,4,7,12
Fox,1,543,1,10170,4.8,20.7,0.7,0.6,38,32,7,15
Fox,0,575,0,8651,5.7,21.7,0.5,0.6,31,19,9,14
Fox,2,448,1,11169,5,24.9,0.5,0.6,80,27,12,10
Falco,2,481,0,2608,5,50.4,1,0.6,5,5,0,0
Fox,2,508,1,9848,5.8,19.3,0.5,0.3,34,31,0,4
Marth,0,604,0,4324,3.5,40.4,1,0.9,28,26,1,16
Fox,1,491,1,8849,4.8,18,0.5,0.5,22,25,5,4
Falco,3,0,0,5816,0,,0,,0,0,2,0
Falco,1,712,1,3000,1.5,45.8,1,1,32,18,4,0
Fox,0,525,0,10725,6,22.7,0.5,0.7,50,51,10,12
Fox,2,483,1,15914,6.3,21.8,0.5,0.5,114,43,7,12
Fox,0,506,0,16899,3.3,18.8,0.6,0.4,201,21,11,3
Fox,0,534,0,5543,7,26.8,0.5,0.9,49,22,2,1
Falco,1,473,0,8773,9,22.1,0.7,0.7,28,12,4,0
Fox,3,602,1,7919,4.8,21.3,0.8,0.5,26,15,0,4
Falco,0,534,1,7562,4,23.5,0.7,0.6,36,16,6,6
Fox,0,420,0,12160,10,19.6,0.5,0.5,46,22,6,3
Falco,1,357,1,5291,1.5,21.3,0.6,0.7,9,7,1,1
Falco,0,89,0,6674,13,7.2,0.7,0.2,0,0,3,0
Fox,0,407,1,13629,6,20.1,0.5,0.4,73,44,11,8
Fox,0,414,0,9856,9,19.1,0.7,0.7,68,23,6,11
Marth,1,415,1,10793,5.3,18.1,0.7,0.6,17,30,5,11
Fox,0,345,1,11669,6.5,17.9,0.6,0.5,34,13,9,4
Falco,2,508,1,10599,4.5,24.7,0.6,0.7,20,19,16,7
Fox,0,531,1,11869,5.5,22.3,0.5,0.6,40,48,10,15
