character played,opponent char,ipm,win,length,openingPerKill,damagePerOpening,neutralWinRatio,openingConversionRate,ddCount,wdCount,lgCount,numGrabs
Fox,1,424,0,6858,2.7,16.2,0.3,0.5,15,5,2,2
Fox,0,538,0,11500,8,16.8,0.5,0.5,54,47,5,13
Falco,0,421,1,8200,5.3,21.4,0.7,0.6,16,7,5,1
Jigglypuff,1,516,1,11154,5,24.3,0.5,0.4,16,25,12,9
Marth,0,411,1,11661,5.8,17.7,0.5,0.4,48,11,6,17
Marth,1,453,1,12458,4.3,32.7,0.6,0.6,36,38,14,17
Falco,1,440,0,6030,12,17,0.6,0.5,1,5,2,0
Fox,1,529,1,12002,5.3,15.6,0.5,0.4,89,9,5,4
Marth,1,437,1,9280,4.5,27,0.7,0.6,49,26,11,7
Marth,0,88,0,8869,6.5,10,0.4,0.7,0,0,3,0
Falco,2,464,1,11895,4.5,23.5,0.3,0.7,41,5,4,3
Falco,1,459,0,12040,6.7,18.2,0.5,0.6,28,15,12,2
Falco,0,601,1,9110,4.8,25.1,0.6,0.8,42,21,5,5
Marth,0,513,1,9493,4.3,21.1,0.3,0.4,28,38,5,8
Falco,1,455,1,7159,4.8,23.8,0.8,0.5,19,9,5,3
Fox,1,122,0,6320,0,11.9,0.2,0.8,0,0,2,0
Fox,0,527,0,10315,8,25,0.5,0.6,121,26,6,9
Falco,0,451,1,12070,5.5,26.4,0.7,0.7,72,32,7,3
Falco,2,345,0,9088,10,14.2,0.5,0.5,6,6,5,1
Falco,2,516,1,10979,5,27.2,0.6,0.8,8,4,6,1
Falco,2,436,0,7134,8,15.3,0.5,0.5,21,4,9,3
Marth,0,421,1,10573,3.3,42.9,0.5,0.8,41,16,8,13
Falco,2,368,0,9822,5.7,17.5,0.4,0.5,11,20,5,6
Marth,0,470,0,8975,7,16.6,0.3,0.5,18,10,13,13
Fox,2,699,1,4707,2.3,50.3,1,0.7,63,17,0,8
Fox,0,412,0,6350,5.5,27.7,0.4,0.7,28,7,4,5
Marth,2,342,1,7131,3.8,19.7,0.5,0.3,38,19,7,12
Fox,0,568,1,15061,5.3,23.9,0.4,0.7,45,82,9,13
Falco,2,434,1,4837,2.5,29.7,0.5,0.8,24,14,4,3
Marth,2,269,1,9082,3.8,27.1,0.3,0.7,32,8,4,15
Fox,1,515,1,9124,4.5,24.4,0.7,0.7,48,30,13,9
Marth,0,420,1,9336,5.3,17,0.5,0.6,68,17,2,19
Falco,2,386,0,8168,5,22.4,0.5,0.5,6,7,1,2
Marth,0,453,1,10664,5,20,0.5,0.5,31,33,6,14
Fox,2,425,1,9856,5.3,25.1,0.5,0.5,45,9,8,9
Fox,0,419,1,14229,6,20.4,0.4,0.5,122,40,20,21
Marth,1,418,0,16570,9.3,15.6,0.5,0.5,42,23,20,29
Fox,2,698,0,5158,0,11.9,0.6,0.2,115,46,3,0
Falco,0,290,0,9407,7,23,0.5,0.6,8,10,5,7
Marth,1,408,0,5613,7,11.6,0.2,0.4,29,23,6,9
Falco,2,454,0,10115,5.3,24.9,0.4,0.7,22,11,3,2
Fox,0,511,1,11856,6,15.9,0.6,0.4,54,27,2,1
Fox,1,416,1,10963,4.8,22.3,0.6,0.5,94,15,4,11
Fox,2,393,0,6922,10,18.7,0.4,0.4,7,12,4,0
Falco,0,412,1,9495,5.3,18.2,0.5,0.5,24,9,5,3
Fox,2,381,1,12109,4.5,19.7,0.5,0.4,40,7,10,4
Marth,2,488,1,8125,3.8,20.4,0.6,0.5,26,28,9,11
Falco,1,441,0,8883,10.5,20.4,0.7,0.7,9,16,7,2
Fox,0,480,1,5634,3,26.8,0.6,0.5,30,17,8,5
Fox,2,337,0,8187,7.5,19.7,0.7,0.5,31,5,3,6
Marth,3,437,0,8679,5,28.6,0.3,0.9,41,22,3,5
Marth,1,366,1,9411,4,29.9,0.6,0.8,39,18,14,21
Fox,1,504,0,12493,6.7,23.6,0.4,0.7,41,47,10,8
Fox,1,548,1,8639,4.5,24.4,0.6,0.6,53,8,8,4
Fox,0,575,1,12810,5.5,21.9,0.5,0.6,50,64,11,11
Fox,1,523,0,6646,9,22.9,0.3,0.6,10,8,3,10
Falco,1,634,1,12537,7.8,16.3,0.7,0.5,23,28,2,1
Falco,0,524,1,5962,3.3,33,0.7,0.7,27,16,3,2
Fox,0,427,0,8218,5.3,11.2,0.3,0.4,23,5,10,0
Fox,0,586,1,10675,6,21.7,0.7,0.5,55,70,7,13
Falco,0,444,0,9127,9,20.9,0.5,0.4,18,16,6,2
Fox,0,395,0,10230,5.7,16.3,0.5,0.5,35,10,2,5
Fox,0,475,0,9947,4.3,34.5,0.6,0.8,52,21,13,5
Fox,1,501,1,9419,4.3,28,0.5,0.7,24,14,23,8
Fox,2,469,1,7200,3.8,23.4,0.5,0.6,19,8,1,11
Fox,0,479,1,10230,3.3,26.2,0.3,0.4,97,37,13,12
Fox,0,448,1,10919,6,17.4,0.5,0.5,25,19,12,9
Fox,1,527,1,9977,4,31.2,0.6,0.8,36,29,12,3
Jigglypuff,0,237,0,9673,5.7,15,0.5,0.2,12,3,8,16
Fox,1,125,0,3893,0,10.3,0.1,0.7,0,0,1,0
Fox,0,486,1,9703,3.3,33.2,0.3,0.8,56,16,5,18
Marth,1,298,0,9384,6.3,12.5,0.5,0.2,9,13,10,9
Fox,0,462,0,9523,6.3,16.9,0.6,0.5,39,36,9,1
Fox,2,624,1,6043,3.3,27.2,0.6,0.5,59,8,3,0
Fox,1,469,0,6889,11,13.6,0.4,0.2,14,12,0,2
Marth,1,382,1,15743,6.5,21.3,0.5,0.5,54,34,21,8
Fox,1,567,1,9109,3.3,35.3,0.3,0.7,67,37,6,7
Fox,2,448,1,9802,3.8,27.8,0.4,0.7,36,21,8,0
Jigglypuff,0,606,0,9801,9.5,13.7,0.5,0.1,13,39,4,7
Fox,3,406,0,13758,8,17.7,0.6,0.5,90,11,13,10
Jigglypuff,0,536,0,10257,6,11.8,0.3,0.1,0,15,5,8
Falco,1,449,1,11664,5.5,23.3,0.6,0.8,41,28,11,4
Falco,2,503,1,8321,4,36,0.7,0.7,21,11,2,9
Fox,3,400,0,5780,3.3,16.2,0.3,0.3,27,0,1,0
Falco,2,425,0,7896,12,21,0.5,0.4,6,4,3,7
Fox,0,505,1,8523,4.8,22.9,0.6,0.7,21,20,14,5
Fox,1,379,0,6421,4,16,0.3,0.4,31,8,8,0
Jigglypuff,2,516,0,13906,9,13.1,0.4,0.1,25,17,13,6
Marth,0,667,0,3521,0,20,0.5,0.5,17,5,2,8
Marth,0,533,1,6968,2.8,40.5,0.7,0.9,28,9,1,47
Fox,1,612,1,7596,4,22.3,0.7,0.6,25,15,8,3
Fox,0,336,0,6204,8,17.4,0.5,0.5,15,8,5,4
Fox,2,387,0,15990,11,16,0.5,0.5,98,34,8,24
Falco,0,109,0,3627,0,10,0.1,0.5,0,0,1,0
Fox,0,635,0,4681,3.7,25.1,1,0.5,31,37,8,1
Falco,0,531,1,9471,4.3,25.8,0.6,0.6,23,21,16,5
Fox,1,385,0,12109,7.3,13.9,0.4,0.4,61,16,5,12
Fox,3,316,0,6164,5.5,11.8,0.4,0.2,15,10,4,2
Fox,0,553,0,9988,5,23.9,0.4,0.5,52,36,10,11
Fox,0,421,0,12205,6.3,26.9,0.3,0.6,102,16,12,10
Falco,2,415,1,8320,3,29.6,0.5,0.8,34,8,5,3
Fox,2,480,1,7980,4.8,19.4,0.5,0.5,82,11,6,6
Falco,0,498,0,8563,5.7,19.1,0.6,0.5,24,24,5,0
Fox,2,396,1,7772,3.8,21,0.5,0.7,55,16,2,4
Marth,0,447,1,9698,5.5,19.4,0.7,0.8,55,19,4,23
Fox,2,520,1,5268,2.3,30.3,0.5,0.9,16,6,5,1
Marth,2,380,0,9057,5,18.2,0.3,0.3,21,34,7,6
Falco,1,373,0,7938,5.3,16.8,0.6,0.4,25,8,3,3
Marth,0,363,0,7029,7.5,11.7,0.4,0.3,42,10,5,6
Fox,0,439,0,7959,7,11.5,0.1,0.3,19,10,5,2
Marth,2,325,0,6763,0,13.8,0.3,0.4,14,10,4,1
Marth,2,405,1,9660,5,15.3,0.5,0.3,38,25,4,13
Falco,0,598,1,7041,3.3,30.3,0.7,0.6,20,33,3,0
Fox,2,539,1,8026,4.5,18,0.6,0.5,6,17,1,7
Fox,1,481,0,9392,9,12.3,0.4,0.4,50,10,5,4
Falco,1,444,0,10249,4.3,24,0.5,0.8,10,27,10,1
Fox,1,138,0,16427,0,,0,,27,22,26,0
Falco,2,382,1,5440,3,28.4,0.6,0.8,2,7,4,3
Fox,0,517,1,6727,2.8,33.8,0.4,0.7,52,19,7,4
Falco,2,515,0,6893,13,13.2,0.4,0.4,10,4,1,4
Falco,1,591,1,6216,2.8,37.6,0.7,0.9,10,12,6,3
Fox,1,464,0,7866,17,14.6,0.5,0.5,35,29,6,2
Falco,2,564,0,11356,6.3,19.2,0.4,0.5,29,28,7,0
Marth,0,480,1,6461,3.8,20.9,0.7,0.6,53,16,3,16
Marth,2,426,1,8826,4.3,16.4,0.6,0.6,31,23,12,10
Falco,1,528,1,11858,6.8,16.5,0.7,0.6,45,17,7,7
Falco,1,428,0,9620,5.3,16.7,0.5,0.8,6,12,3,3
Marth,0,590,0,3035,0,17.3,1,0.5,26,15,0,17
Marth,1,477,1,4903,3,25.5,0.6,0.7,29,21,3,7
Fox,0,543,0,8524,5.3,16.4,0.5,0.5,54,18,10,1
Fox,3,586,1,11363,5,22.1,0.6,0.5,177,27,3,4
Marth,1,420,0,10244,6.3,18.9,0.6,0.5,110,16,3,14
Marth,0,458,1,8212,4.5,22.2,0.5,0.7,62,17,10,10
Fox,1,543,0,6051,5.5,22.7,0.6,0.6,25,9,5,6
Fox,0,518,1,10364,5,23.4,0.6,0.5,32,6,6,15
Fox,0,423,0,13655,7.3,21.1,0.6,0.6,94,56,14,25
Fox,0,258,0,3600,1.5,30.2,0,1,6,1,1,1
Fox,2,510,1,10035,5.3,18.7,0.5,0.5,78,24,6,9
Falco,1,477,0,10157,10,15,0.7,0.5,51,8,3,0
Marth,0,372,1,8701,3.5,27.4,0.5,0.6,28,38,6,14
Fox,0,442,1,7974,4.8,17.7,0.7,0.4,8,6,8,4
Fox,2,559,1,4568,2.5,24.1,0.6,0.6,7,13,1,5
Fox,2,383,0,6759,3.7,27.7,0.4,0.7,14,1,1,10
Falco,2,649,0,3767,10,26.7,0.9,0.7,3,1,2,0
Fox,1,677,1,8105,3.5,24,0.6,0.6,50,28,6,3
Fox,1,613,0,8674,5,30.1,0.8,0.7,41,21,14,3
Falco,0,484,0,10711,13,12.3,0.6,0.3,49,20,5,2
Falco,1,426,0,12956,14,11.6,0.5,0.6,13,18,19,5
Fox,2,126,0,5960,3,10.7,0.3,0.7,0,0,2,0
Fox,1,485,0,7720,6.5,21,0.4,0.5,24,8,10,4
Fox,1,450,1,9536,3.3,25.4,0.5,0.5,24,21,8,9
Falco,1,113,0,11528,14,6.7,0.4,0.1,0,0,1,0
Fox,0,508,1,13034,5.8,21.9,0.5,0.5,89,32,8,9
Jigglypuff,2,322,0,13591,8.7,16.1,0.5,0.4,14,2,2,10
Fox,1,429,0,5991,4,17.9,0.5,0.4,20,14,3,8
Falco,0,428,0,11085,12,14.9,0.6,0.4,37,27,3,2
Falco,0,436,1,7579,3.5,15.7,0.6,0.2,30,30,8,2
Fox,2,494,0,7933,3,38.8,0.2,1,46,15,8,1
Marth,0,377,0,10888,11.5,12.9,0.5,0.3,20,19,12,13
Falco,0,639,1,10303,6.8,18.5,0.6,0.5,24,30,7,1
Fox,0,99,0,2315,0,15,0.3,0,0,0,1,0
Falco,2,462,0,10164,9,17.6,0.4,0.5,10,25,3,1
Fox,1,596,1,4823,2.3,35.5,0.8,0.9,35,24,3,5
Falco,1,431,0,13853,10,16.8,0.6,0.5,43,15,9,5
Marth,0,488,1,12474,4.8,22.4,0.4,0.5,62,29,15,18
Fox,2,442,0,8423,4,15.9,0.4,0.5,9,16,2,3
Fox,0,559,0,9184,5,26.3,0.4,0.7,114,21,13,7
Fox,0,404,0,7998,11,18,0.5,0.5,36,33,3,8
Fox,0,383,0,8428,7.5,15.3,0.4,0.3,32,10,6,5
Falco,0,466,1,7369,4.3,20.8,0.6,0.6,22,9,7,1
Falco,0,539,1,7764,3.8,27.2,0.7,0.7,14,16,8,4
Fox,2,568,1,7059,3,32,0.5,0.8,10,25,10,11
Falco,0,497,0,5616,5,23.8,0.4,0.8,19,7,2,0
Falco,2,487,1,7319,3.3,33.9,0.6,0.8,8,0,10,2
Fox,0,586,0,4996,8,20,0.2,0.3,18,16,9,7
Jigglypuff,1,533,0,7013,4,23.9,0.4,0.5,27,1,2,3
Falco,0,486,0,9140,7,20.2,0.5,0.5,28,9,2,1
Falco,2,318,1,5096,2.5,17.2,0.8,0.5,15,4,3,2
Fox,1,523,0,8495,5.3,26.1,0.7,0.6,48,37,11,4
Falco,1,553,0,12113,10.5,13.2,0.5,0.2,17,8,12,2
Falco,1,531,0,7581,6.7,19.2,0.5,0.6,5,3,6,1
Falco,2,450,1,9257,5.5,22.2,0.5,0.7,10,10,2,2
Fox,3,436,0,3778,0,17.4,0.5,0.4,26,13,0,1
Fox,3,552,1,5887,3.5,23.3,0.8,0.6,36,34,2,3
Fox,1,428,0,7003,11,12.7,0.4,0.3,19,16,7,2
Marth,0,589,1,6595,3.5,27.7,0.6,0.6,53,35,4,11
Fox,0,569,0,3903,2.7,11.9,0.7,0.5,0,20,23,0
Fox,0,404,0,6332,4.7,19.4,0.7,0.6,3,16,5,8
Fox,3,731,1,8016,3.5,20,0.6,0.7,31,68,0,7
Falco,0,414,1,9441,4.8,22.2,0.5,0.5,9,9,6,1
Falco,2,426,1,9720,5.3,21.4,0.6,0.7,9,16,8,1
Fox,0,399,0,11417,4.7,27.5,0.4,0.7,37,25,15,7
Falco,3,503,0,9675,6,21,0.6,0.7,35,11,8,1
Fox,0,592,1,7924,4.3,22.7,0.6,0.5,28,39,12,4
Falco,0,404,1,7494,3.3,28.1,0.5,0.6,0,6,4,4
Falco,2,338,0,8657,16,12.8,0.2,0.6,30,10,8,0
Marth,0,201,0,9357,9.5,14.2,0.4,0.4,14,0,2,8
Fox,2,109,1,3634,2,9.1,0.8,0.8,0,0,0,0
Fox,3,528,1,12720,5.5,18.2,0.6,0.5,182,18,5,1
Falco,2,511,0,7623,7,21.9,0.3,0.5,16,19,4,0
Falco,0,622,1,11541,4.8,25.6,0.6,0.8,31,30,7,5
Fox,2,602,0,7071,3.5,23.4,0.6,0.6,94,36,5,7
Jigglypuff,1,430,1,11258,5.3,21.4,0.6,0.5,11,20,11,8
Falco,0,583,0,6590,6.5,22.6,0.5,0.6,25,23,4,1
Fox,1,425,0,6942,4,27.1,0.6,0.7,19,16,13,6
Fox,0,373,0,10088,10,13.6,0.4,0.4,67,23,5,13
Marth,0,449,0,9606,6.3,18.5,0.5,0.6,58,21,13,21
Falco,2,563,1,8887,4.8,24.9,0.6,0.7,24,19,6,2
Fox,0,524,1,10021,5,19.1,0.4,0.5,81,12,7,7
Fox,1,618,0,11085,5,25.1,0.4,0.7,141,29,17,5
Falco,2,546,0,8371,9,15.3,0.4,0.4,23,13,3,3
Fox,2,435,1,10995,5.3,21,0.5,0.6,41,11,6,15
Falco,0,452,0,11477,8.3,18.7,0.6,0.6,9,24,10,0
Falco,0,479,0,7200,0,3.2,0.7,0.4,8,17,5,1
Fox,0,491,0,13616,7.7,17.4,0.4,0.4,67,26,12,9
Fox,2,481,0,8544,5.7,13.7,0.4,0.5,83,22,6,1
Fox,0,413,0,12119,6.3,17.3,0.5,0.5,56,32,11,14
Fox,2,503,1,6893,3.3,26.6,0.5,0.6,42,10,1,3
Marth,1,413,0,7525,9,23,0.4,0.7,13,16,7,5
Falco,1,116,0,1920,0,4,0,0,0,0,0,0
Falco,1,476,1,9700,4.8,24,0.7,0.7,31,20,4,2
Fox,1,603,1,8204,4.8,20.4,0.5,0.6,51,21,6,4
Fox,0,117,0,4614,0,9.9,0,0.5,0,0,5,0
Fox,2,507,0,10415,5.7,22.4,0.3,0.6,10,22,1,9
Falco,1,448,1,10309,6.5,16.3,0.8,0.5,30,17,5,5
Fox,0,501,1,8123,4.3,25,0.8,0.6,52,39,13,8
Fox,0,389,1,10778,6,17.3,0.3,0.5,75,23,4,13
Jigglypuff,0,407,1,8727,4.5,23.3,0.6,0.5,6,14,8,9
Falco,0,383,1,11379,5,23.3,0.5,0.7,6,7,2,5
Fox,3,526,0,9471,5.5,23.6,0.3,0.5,94,36,6,8
Fox,3,253,1,5919,2.3,36.6,0.6,0.6,6,9,2,5
Fox,0,525,1,8833,5,21.8,0.7,0.6,54,21,10,7
Falco,0,530,1,6280,3.3,26.7,0.6,0.7,21,14,2,0
Jigglypuff,0,218,0,9441,5.3,14.8,0.3,0.3,7,0,12,7
Fox,0,540,1,8403,4.3,23.4,0.6,0.6,51,29,9,6
Fox,1,521,0,14409,7.3,17.2,0.4,0.5,42,67,9,9
Fox,1,457,1,14698,7.5,17.3,0.7,0.4,145,43,5,9
Falco,0,554,1,8239,4.3,30.4,0.4,0.6,22,15,7,1
Fox,0,463,0,11004,19,13.4,0.4,0.3,59,26,10,5
Jigglypuff,2,368,0,8423,4,14.6,0.2,0.3,14,6,3,3
Falco,1,402,0,13861,10,16.3,0.7,0.6,20,26,5,7
Fox,0,489,1,8478,3.3,32.4,0.3,0.8,39,16,13,10
Fox,2,120,0,7586,9,7.4,0.2,0.1,0,0,3,0
Fox,0,462,1,8749,4.3,25,0.6,0.7,46,12,8,7
Falco,2,453,0,9357,5.3,18.3,0.5,0.4,1,19,3,3
Falco,2,459,0,7316,6,11.1,0.2,0.5,21,9,4,6
Falco,0,515,0,7444,7.5,19.4,0.6,0.4,29,18,6,5
Fox,0,513,0,9654,9.5,14.6,0.6,0.3,49,30,6,5
Falco,1,528,1,9258,5.5,18.2,0.5,0.5,9,21,2,1
Marth,0,383,0,5898,0,17.1,0.5,0.5,22,6,10,4
Falco,2,394,1,11350,6.5,18.8,0.8,0.5,2,10,8,7
Marth,2,341,0,5615,0,15.2,0.4,0.2,22,2,6,9
Falco,2,453,1,8014,4.8,23.5,0.6,0.6,24,22,5,6
Fox,0,348,1,9666,4.8,22.5,0.5,0.5,17,0,6,2
Falco,1,482,0,9056,9.5,19.1,0.7,0.7,40,15,2,7
Fox,1,524,1,7709,4.5,18.1,0.8,0.6,46,31,3,4
Fox,0,431,0,10093,11,14.6,0.6,0.5,44,23,8,14
Falco,0,451,1,9778,5,20.9,0.6,0.6,36,21,6,5
Fox,0,473,0,8890,7,25.9,0.5,0.7,66,14,8,6
Fox,0,480,1,6866,3,26.7,0.5,0.6,29,9,6,6
Fox,2,491,1,9259,4.3,21.6,0.5,0.7,13,8,24,8
Fox,0,432,0,8120,13,17.6,0.3,0.5,26,15,7,7
Marth,0,377,1,9088,4.5,17.5,0.5,0.4,58,21,9,15
Falco,0,433,0,7201,14,13.2,0.6,0.4,17,16,5,4
Fox,1,355,0,12240,7.3,17.9,0.5,0.5,81,28,3,9
Jigglypuff,0,226,0,6907,11,13.2,0.4,0.2,0,0,3,1
Marth,1,400,0,6598,9,16.2,0.2,0.4,24,11,4,6
Fox,3,402,1,9811,4.8,20.2,0.8,0.6,17,15,5,5
Falco,0,756,1,3921,2.5,32.7,0.9,0.8,14,23,3,0
Fox,0,541,0,13019,9,16.7,0.3,0.5,10,36,4,7
Falco,2,524,1,7719,3.3,25.3,0.4,0.5,16,13,11,3
Marth,0,412,1,7438,3.8,20.5,0.8,0.5,7,20,5,18
Falco,0,373,1,13059,5.3,22.4,0.4,0.5,28,17,4,9
Falco,0,512,1,8307,4.5,19.1,0.6,0.5,41,15,4,3
Fox,0,507,0,11229,7.7,17.9,0.6,0.4,38,40,16,11
Fox,2,367,1,9820,3.8,23.5,0.3,0.6,35,7,4,9
Marth,0,378,1,9954,3.8,26.2,0.3,0.7,39,11,4,7
Jigglypuff,2,309,1,15107,7.3,16.1,0.5,0.4,7,9,3,17
Falco,0,462,0,7800,5,20,0.5,0.5,0,5,4,4
Fox,0,556,1,8578,5,18.4,0.5,0.6,48,43,9,7
Fox,1,469,1,8574,3.8,28.3,0.6,0.7,32,17,13,10
Falco,0,563,1,9930,5,22.5,0.5,0.6,62,12,9,0
Fox,2,117,0,5272,0,5.7,0,0,0,0,0,0
Marth,0,374,0,10296,0,12.6,0.2,0.2,17,23,10,3
Falco,2,401,0,4152,7,19.7,0.5,0.6,3,3,3,0
Fox,0,452,1,9779,4.5,19.5,0.6,0.6,26,22,7,13
Fox,2,501,1,8807,4.3,21.5,0.3,0.6,35,15,8,3
Falco,2,417,1,7648,4.5,25.8,0.6,0.6,10,5,1,3
Marth,0,451,0,12127,8.5,20.9,0.3,0.8,42,35,9,16
Fox,1,545,0,7083,5.5,20.1,0.3,0.5,32,3,8,5
Marth,0,430,0,4910,2.7,30.5,0.5,0.6,65,18,4,7
Marth,2,357,0,10762,25,12.7,0.5,0.3,20,18,7,11
Fox,1,351,1,11828,4.3,28.4,0.5,0.5,94,26,4,9
Fox,2,529,1,10135,5.5,19.4,0.6,0.5,60,23,6,5
Fox,1,426,0,6594,8,13,0.6,0.3,17,13,3,2
Fox,0,540,1,7444,2.3,44.8,0.5,1,30,16,10,12
Fox,1,570,1,7567,3.5,31.7,0.7,0.6,36,40,5,7
Falco,3,461,0,10853,7.7,19.2,0.7,0.5,10,13,9,1
Fox,0,458,1,6206,3.3,24.9,0.5,0.7,24,10,8,6
Fox,0,95,0,2111,0,,0,,0,0,0,0
Falco,1,488,1,12040,4.8,28.4,0.8,0.7,17,26,7,8
Falco,1,468,0,15127,12.7,14.7,0.6,0.5,12,61,11,7
Fox,0,341,0,3297,2,38,1,1,2,4,0,4
Fox,2,568,0,8513,0,6,0.9,0.8,127,31,22,8
Fox,1,590,0,6570,8,19.1,0.1,0.6,6,10,3,3
Fox,0,581,0,10999,6.3,23.3,0.6,0.5,85,44,11,9
Falco,1,481,1,10241,3.8,35.8,0.6,0.7,11,11,7,3
Fox,1,378,0,6645,10,14.5,0.3,0.3,7,7,2,2
Falco,1,378,0,13522,6,18.2,0.4,0.7,18,15,15,3
Falco,0,441,0,12656,7.7,19.4,0.5,0.5,15,9,12,7
Marth,1,507,1,9876,5.3,18.2,0.6,0.4,26,14,5,8
Fox,1,394,0,7258,13,14.8,0.5,0.4,32,9,4,1
Marth,0,563,0,5716,3.7,42.7,0.7,1,6,18,4,4
Fox,0,574,1,6170,3.3,26.5,0.5,0.5,23,18,3,17
Fox,0,437,0,5962,12,19.2,0.7,0.3,34,36,3,5
Marth,0,469,0,10564,5,26,0.4,0.6,59,17,10,17
Jigglypuff,2,310,0,13511,11.5,10.3,0.2,0.1,5,4,2,11
Fox,1,516,0,10563,6,23.3,0.5,0.4,36,29,9,6
Falco,2,465,1,10763,4.8,24.9,0.4,0.5,2,17,8,2
Fox,2,497,1,11630,5.5,20.6,0.5,0.6,44,30,13,6
Fox,0,384,0,11055,10.5,17.4,0.5,0.6,73,13,5,9
Marth,0,435,1,6460,4.5,18.9,0.6,0.3,15,1,2,5
Jigglypuff,0,710,1,13770,4.3,18.3,0.4,0.4,0,39,13,24
Marth,0,398,0,3461,10,15.4,0.9,0.4,23,14,4,6
Falco,2,436,1,8002,3.5,26.6,0.6,0.6,13,24,5,5
Fox,2,446,0,9563,7.5,16.8,0.5,0.3,38,19,4,3
Marth,0,363,0,7881,9,16,0.8,0.4,14,18,5,5
Jigglypuff,3,584,1,17196,6.5,20.3,0.4,0.5,27,41,19,12
Marth,1,564,0,8751,0,14.9,0.3,0.5,27,16,7,8
Marth,2,435,1,8479,5,17.4,0.5,0.6,23,25,12,11
Falco,2,500,0,4051,7,25.4,0.4,0.7,8,5,1,4
Falco,2,500,0,9312,17,15.4,0.5,0.4,31,14,4,2
Falco,0,528,0,12534,8,20.1,0.4,0.5,4,15,3,8
Fox,2,476,1,12801,4.8,19.5,0.4,0.5,103,37,9,7
Falco,0,477,1,8808,5.8,21.7,0.8,0.6,31,29,2,0
Falco,0,472,1,15589,7.8,15.8,0.7,0.6,20,33,12,10
Jigglypuff,0,605,1,8567,3.5,23,0.3,0.4,8,4,9,9
Fox,2,633,1,3311,1.8,41.3,0.9,0.9,7,15,7,2
Falco,1,478,0,8850,8.5,20.3,0.4,0.5,25,9,8,0
Marth,3,410,0,10692,5.7,20.8,0.6,0.4,50,24,6,12
Marth,0,449,0,8193,7,16.8,0.3,0.5,25,15,3,10
Falco,2,501,0,3928,4.5,28.5,0.9,0.7,1,20,1,1
Fox,1,487,1,10353,4.8,23.6,0.5,0.7,41,33,13,9
Marth,0,378,0,11805,9.5,15,0.5,0.6,23,19,11,19
Fox,1,537,1,7079,3,26,0.7,0.8,50,18,9,3
Marth,0,488,1,7585,4,26.4,0.6,0.5,47,28,6,9
Fox,3,422,0,9897,4.3,30.8,0.8,0.7,41,19,1,15
Fox,3,507,1,9816,4.3,22.7,0.6,0.6,123,9,3,8
Falco,0,520,1,7512,4.8,18.3,0.6,0.5,25,17,8,1
Fox,0,355,0,7433,14,11.9,0.4,0.3,27,17,3,7
Marth,0,551,1,11672,5.8,22.9,0.8,0.7,32,47,4,22
Jigglypuff,0,422,0,13135,7,17.2,0.4,0.4,3,23,8,7
Marth,0,411,0,11557,7.7,22.2,0.6,0.5,53,22,8,10
Falco,0,496,0,6771,13,15.8,0.3,0.5,4,4,3,5
Falco,0,575,1,8083,5,21.7,0.6,0.6,25,29,17,2
Falco,2,427,0,9243,11,17.5,0.3,0.5,12,0,0,2
Falco,2,441,0,11386,9.7,15.1,0.7,0.4,8,11,7,5
Fox,1,392,0,5479,2,17.4,0.1,0.8,26,6,1,3
Marth,2,366,0,8107,4,20,0.2,0.6,26,8,0,6
Fox,0,450,0,7810,5,33.8,0.4,0.6,14,25,6,10
Fox,3,413,0,9577,6,17.6,0.6,0.4,16,13,4,4
Fox,0,494,0,8104,6,21.1,0.4,0.7,47,9,5,13
Fox,1,603,1,7270,3,29.8,0.6,0.8,54,42,6,10
Marth,2,470,1,10456,2.8,23.1,0.5,0.5,37,44,2,19
Falco,1,382,1,13934,7.5,19.5,0.7,0.7,29,21,3,3
Falco,0,583,0,7285,5.7,19,0.7,0.6,50,21,7,8
Falco,2,419,1,8013,4.5,24.2,0.4,0.4,17,8,12,1
Fox,1,559,1,12102,4.5,25,0.4,0.8,77,24,8,3
Marth,2,363,1,15060,5.8,20.4,0.4,0.7,38,7,4,25
Fox,2,516,0,8092,9.5,15.7,0.5,0.5,37,26,5,18
Falco,2,393,0,11941,8,18.1,0.5,0.5,15,6,6,3
Fox,0,596,1,8101,4,22.8,0.5,0.7,41,16,15,6
Marth,0,478,0,12502,7,21.6,0.5,0.6,26,37,16,11
Marth,1,386,0,9378,15,12.7,0.3,0.3,15,25,13,4
Fox,1,154,0,7450,7.5,15.5,0.6,0.5,0,0,1,3
Falco,0,561,1,9883,6.3,19.3,0.8,0.5,23,18,6,4
Falco,3,469,1,12479,5.8,22.8,0.6,0.5,14,19,7,1
Fox,2,485,0,10101,5.7,21.1,0.5,0.6,54,16,4,4
Fox,2,457,1,10335,5.3,16.3,0.4,0.6,33,15,8,10
Fox,3,559,0,9663,5.7,23.8,0.7,0.6,86,26,1,5
Falco,0,486,1,9147,4.8,22.1,0.5,0.7,26,13,12,3
Fox,1,426,1,7626,4.5,22.5,0.4,0.6,18,13,7,9
Falco,2,569,0,8863,17,12.1,0.4,0.2,22,8,1,10
Falco,1,436,1,7797,5,20,0.6,0.5,22,12,8,2
Fox,0,638,1,7013,4.3,20,0.6,0.5,44,18,8,1
Marth,2,356,0,6772,20,10.2,0.5,0.3,11,10,21,6
